,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
86,3.8866236,4.8100114,5.474389,4.6861634,5.1165032,4.6125703,5.2383013,5.338095,4.6558623,5.719564,4.873055,2.193223,4.734756,5.037378,4.8970156,4.72381,3.7760227
87,3.8407743,5.1133194,5.0289516,4.763277,2.6074061,3.325038,5.279931,5.266846,4.869831,4.0411677,2.535215,4.6119585,5.7441354,5.604295,4.5302367,2.2342646,3.835198
88,2.736871,2.9007523,4.0032425,3.7060046,3.8628285,4.5220532,4.442738,3.725277,3.8085005,4.1019864,4.4016047,3.2924776,4.0892754,4.825648,4.493124,3.9634228,3.3081656
89,2.8945296,4.864044,4.946229,4.900084,4.449401,2.0009995,2.188686,4.9531255,4.6342397,4.8705153,5.079536,1.973294,2.519961,3.5975747,4.2471623,4.069638,5.007
90,2.9749787,5.3039894,5.5202403,5.0866895,5.3228197,2.5112572,2.388829,2.2245145,3.9720795,4.7041802,5.124251,4.896938,5.11019,2.1840174,2.54981,2.2827027,4.585661
91,2.5716376,5.018163,5.2294283,4.888054,4.4959874,1.9309629,2.6745946,2.376587,5.089578,4.813936,4.9554443,4.755426,4.6075015,2.0396836,2.6381218,2.561086,4.8806224
92,3.650636,5.041885,5.370356,5.580012,5.3560395,5.3053856,5.585447,5.474245,5.2997117,5.399573,5.8533974,5.2121925,5.192262,5.3177886,5.5759,5.4743533,5.1689095
93,3.1548092,4.490999,4.7091804,3.9673784,2.1504328,2.194126,3.5839639,4.966486,4.955822,4.653614,4.7097077,3.032749,2.4204001,2.0436027,4.464147,5.048101,3.8478398
94,2.214985,4.9169197,5.1792746,5.160447,4.958963,3.3463733,1.9780829,2.0699391,4.7136965,4.588654,5.381676,4.527602,4.6787934,1.926352,2.2192934,3.806113,4.82343
95,2.886328,4.5677114,4.7950177,4.361142,2.7499592,2.5855834,2.2076383,4.297592,4.687683,2.7062788,4.7155333,4.2849746,4.828034,2.6035473,4.1755667,4.5715647,2.1357417
96,4.4577703,4.178392,5.1600986,2.5303454,4.859799,4.410509,3.7549832,2.6595492,4.4594536,4.5947657,4.355711,1.9912208,4.131977,4.992987,4.8713074,3.396788,5.3398094
97,2.9517655,4.773424,5.2213144,4.4155917,1.9132032,2.080251,5.301634,4.8725863,5.113852,3.4472675,2.0764797,2.0816848,4.989359,5.0640454,3.6047063,1.9866817,1.9772491
98,3.8528607,4.791274,4.9077277,4.534455,4.625191,5.017248,4.834657,5.4803796,4.9280176,4.57403,4.178176,5.134658,5.08923,4.529694,4.642692,5.060925,4.8407784
99,2.9578671,3.6367092,4.135822,3.5847955,3.6156664,3.8935103,4.626044,4.3870816,3.2793036,3.8348398,4.41716,3.3373377,3.895074,3.5499802,3.371474,4.525203,3.9575815
100,3.5094006,4.687549,5.106266,4.5860996,4.7711196,4.5363717,4.7952266,4.292519,5.1511126,4.5789795,4.0575643,4.980402,4.885022,4.3580904,4.700435,4.7765975,4.3648057
101,2.9402528,3.9508908,4.951502,3.8503702,3.8220634,4.6339836,5.317196,4.4638395,4.782503,5.115336,3.4992135,4.8912716,4.5253825,4.346425,5.1730566,3.697244,4.91068
102,2.8764172,3.804712,4.451168,4.301519,4.436169,4.939723,4.4160595,4.113669,3.4227355,4.367149,3.7264278,4.045674,4.3690014,3.9159179,4.291651,4.337558,4.2550135
103,3.3300157,4.684168,4.234323,4.738189,4.370126,5.152863,4.177406,5.0587664,4.26283,4.2789755,4.508012,5.039177,4.8974023,5.0334,4.4474516,4.4815145,4.392877
104,3.7433558,4.786853,4.7387514,4.9640794,4.659691,5.314646,5.3128886,5.1002364,5.0411453,4.7831063,4.7064314,4.816584,4.5686054,4.609005,4.274911,4.396451,4.5286226
105,3.6389039,4.8735867,4.957749,4.635562,4.0604086,4.9967995,4.335537,5.006015,4.687198,5.1188817,4.4116774,4.7336683,4.8989344,4.602494,4.3121247,4.3000245,4.9097342
106,3.6635106,3.824738,4.640117,4.2920814,4.97872,4.7744474,3.9015217,5.376893,4.7574887,5.210271,4.7343082,5.001021,4.6925316,4.395212,4.261676,4.685422,4.0248523
107,2.9319446,4.217925,4.429552,3.9203968,4.727946,5.1181345,5.131136,5.1335497,4.187874,1.9408715,2.4183104,2.1380112,4.1095324,4.9816933,4.8004575,3.8245025,4.6691346
108,3.3798625,3.9804797,5.0956435,4.312998,4.6207657,5.1037416,4.50276,4.9096274,4.044633,4.907241,3.9667506,2.2015982,2.5843828,2.6167254,3.7674599,4.7332826,4.1005898
109,2.601799,5.2058783,4.869659,2.196178,5.1065474,4.890739,2.7379518,5.38657,5.1358204,2.0971005,5.021855,5.0024705,4.4140563,2.6769013,5.2620234,4.801922,2.329401
110,2.7464793,4.840585,4.564459,5.529448,4.9523697,1.8926592,2.3020196,2.7315636,5.123728,4.57253,4.8138366,4.892576,1.9130771,2.3200924,2.2862937,4.6841702,4.066553
111,3.5691986,5.1192923,5.2594028,3.4726837,2.8295658,5.051321,4.88836,5.158719,3.998728,2.8291247,5.022092,5.0902886,4.89775,2.1200545,2.3920434,5.181557,5.1114817
112,3.565586,5.636795,3.9068506,2.4772694,5.132706,5.0915184,2.0690763,4.572987,4.8008914,5.3606873,2.1052198,5.0895114,5.3819933,4.389717,2.4263291,5.727869,5.7730803
113,2.9576693,4.8059483,5.362243,5.2401543,4.023846,1.9144902,2.195707,3.272677,5.2564774,4.480026,4.909911,4.7043242,2.0273173,2.3280704,2.072901,5.090538,4.766581
114,4.364928,4.6118174,4.4964843,4.6266656,2.0370092,3.5043774,4.407086,4.8631797,4.319283,3.1751351,2.223881,4.3555603,4.590179,4.867644,4.4165816,3.3929703,2.758135
115,2.6501536,5.220215,4.6828594,3.9914463,4.471887,5.026971,4.0316763,4.562413,4.561424,4.645656,4.7258224,4.746825,4.8786287,4.929296,4.7143455,4.6788964,5.303379
116,2.8010066,3.6695158,3.5364957,4.09247,3.7200704,3.8896022,3.5177689,3.915532,4.03363,3.4045885,4.360933,4.486444,4.403058,3.8679783,3.7940986,4.5025873,3.639592
117,4.119963,4.790169,5.1008396,5.118437,4.4322696,5.18815,5.0853486,4.9985137,5.283415,4.889517,5.096596,4.7584887,5.0704207,4.362528,5.2059007,5.308587,5.0754886
118,4.1293592,5.434008,5.299987,5.675316,5.7174015,5.5635104,5.543296,6.036037,5.786,5.5154495,5.910598,5.983193,5.5831037,5.97293,5.857838,5.459394,5.2937136
119,3.6389039,4.8735867,4.957749,4.635562,4.0604086,4.9967995,4.335537,5.006015,4.687198,5.1188817,4.4116774,4.7336683,4.8989344,4.602494,4.3121247,4.3000245,4.9097342
120,4.2612295,4.6557627,3.3856392,4.8186555,4.395363,3.6350107,4.685296,4.7690706,3.8503466,3.2963388,4.580926,4.317418,2.8587449,4.2644367,4.28299,2.894367,4.801939
121,3.129062,4.33228,4.843286,4.6654863,4.8446803,4.1757555,5.311367,4.638929,2.0525713,2.590247,2.4946437,5.0623136,5.089735,4.2450175,4.983396,5.2500134,5.156365
122,2.7168984,4.9894853,5.4643497,5.053585,5.125718,4.7533197,4.9028387,4.4327927,1.9083229,2.0843482,2.2624204,2.5195944,4.3845716,4.3837357,4.1659584,4.7245626,3.7709038
123,2.432765,4.556887,4.5431614,4.259282,4.1659737,4.3118653,4.917399,4.6270533,1.8005251,2.1815646,2.3874156,3.3774521,4.9146223,4.9707894,4.860217,4.449917,4.328036
124,2.2127643,4.734473,4.7595854,4.745975,5.0500627,4.574553,4.729053,4.4295053,4.574401,2.1029198,1.8957859,2.6390824,2.0918205,3.757921,4.6745405,5.235035,4.315148
125,2.8665674,4.644937,4.949529,5.041913,3.7841442,2.0472496,3.4001176,4.6694355,4.3573585,4.8374414,4.4289384,1.8834383,2.0832994,4.332636,5.082079,5.0144744,4.937252
126,3.3710203,3.2755299,3.954955,4.420589,4.3274827,3.5575142,3.3107831,3.8307395,3.2227604,3.3523936,3.8303297,4.6640387,4.3403516,4.233113,4.6876216,2.648072,3.3677564
127,3.6883736,5.356743,3.9896543,5.4742055,4.965102,3.9944856,4.971848,2.8501198,5.0165763,4.880535,4.889265,4.9031186,5.0734577,5.0347753,2.5252483,5.31317,4.8981676
128,2.4391103,3.1465943,3.9985704,4.0357523,4.833923,3.806574,3.3287358,4.7116785,4.333862,4.525986,3.0388134,3.9190576,2.714112,3.5961962,3.6549215,2.9241056,3.3251305
129,2.55149,4.2085376,5.587333,5.1199,5.1892395,5.16095,4.467856,5.6610723,5.546302,5.450037,3.9942644,2.3498337,2.390027,3.6619732,4.8457413,5.6406174,4.9527073
130,4.0636272,5.150396,4.5574155,4.6556997,3.97282,5.0596046,4.0815754,4.621106,4.6162944,4.1684127,4.733597,4.9212832,4.169128,4.594471,4.7050543,4.5833683,4.8907437
131,4.3159103,5.091411,4.665374,5.2196493,5.1043935,5.1317563,4.779255,4.819809,5.027821,5.0876756,5.070847,5.5026097,4.874722,4.804142,4.9120135,5.3734527,4.5915165
132,3.4162917,4.3993006,4.1103244,4.587699,4.046265,4.7492065,4.0455284,3.9246216,4.2168765,4.3479786,3.9994645,4.6946926,4.544506,4.443917,4.9216943,4.1699266,4.9264317
133,2.483045,2.7104988,4.504112,3.7709928,3.774177,3.0731356,4.154468,3.9381955,4.1869416,3.6280446,3.636433,2.5877397,3.4422283,3.7527947,2.5508027,4.194957,3.8113165
134,3.5316987,5.166015,4.8850513,5.1577926,5.4657845,5.375244,5.5270805,5.241267,5.0955615,5.4483123,5.0235047,4.8874154,5.2584896,4.9656506,5.119867,5.426131,5.515789
135,2.8074887,4.607486,4.6141562,4.3895526,4.65182,4.192742,4.7047176,4.843791,4.636206,4.683905,4.271219,4.777825,4.100562,4.0801983,5.0154366,3.9618013,4.838659
136,2.4403665,4.2160926,4.114875,3.544087,3.9725058,3.8669753,3.8679085,3.7867475,4.650292,4.06469,4.468738,4.1957273,4.239431,4.3675804,4.857246,4.3066635,4.2898903
137,2.7897503,4.404452,4.094107,4.1469984,5.082946,3.653599,3.5427659,4.2315273,4.2142115,5.059714,4.1451025,4.86482,4.753612,4.519069,4.3731413,3.363632,3.9453795
138,2.0835898,2.0019412,3.1726375,2.67068,3.4092836,2.9947124,2.4722219,2.2823303,4.100584,2.8311555,3.3319373,3.2133002,2.5894663,3.576933,1.9918257,2.6091452,1.9869744
139,1.9637096,2.0712614,1.7027398,2.0397515,2.090946,2.599448,1.8788643,1.9536572,3.6086867,2.2610192,2.1102433,2.8492534,1.9558747,2.0877726,1.842524,2.2026963,1.8571752
140,2.3217168,3.8261075,4.5901694,4.355808,3.6203127,4.0271864,4.524496,3.9884605,3.9097319,4.5068545,3.8823447,4.2044926,4.7422123,4.3238025,3.9596863,3.965268,3.4316502
141,4.0659356,4.8535514,4.342634,4.3252606,4.8104334,4.6845536,5.1851826,5.038781,4.252532,4.3676353,5.0924916,4.787169,4.8226695,5.3936453,4.6835723,4.6705575,4.6780825
142,3.7486663,5.2359147,5.1643796,5.1708293,5.1476793,5.319153,1.8949621,2.3458962,5.5785193,5.4777102,5.086388,5.0007315,5.0556498,2.9322836,2.1929293,4.000538,4.8993053
